,Gene_Id,Gene_Symbol,Gene_Description,Disease_Id,DiseaseName,PsychiatricDisorder,type,diseaseClassMSH,diseaseClassNameMSH,doClassId,doClassName,umlsSemanticTypeId,umlsSemanticTypeName,HGNC ID,Ensembl gene ID
2800,2534,FYN,"FYN PROTO-ONCOGENE, SRC FAMILY TYROSINE KINASE",C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:4037,ENSG00000010810
2801,2554,GABRA1,"GAMMA-AMINOBUTYRIC ACID (GABA) A RECEPTOR, ALPHA 1",C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:4075,ENSG00000022355
2802,51083,GAL,GALANIN/GMAP PREPROPEPTIDE,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:4114,ENSG00000069482
2803,2587,GALR1,GALANIN RECEPTOR 1,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:4132,ENSG00000166573
2804,8811,GALR2,GALANIN RECEPTOR 2,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:4133,ENSG00000182687
2805,8484,GALR3,GALANIN RECEPTOR 3,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:4134,ENSG00000128310
2806,3077,HFE,HEMOCHROMATOSIS,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:4886,ENSG00000010704
2807,3350,HTR1A,"5-HYDROXYTRYPTAMINE (SEROTONIN) RECEPTOR 1A, G PROTEIN-COUPLED",C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:5286,ENSG00000178394
2808,3356,HTR2A,"5-HYDROXYTRYPTAMINE (SEROTONIN) RECEPTOR 2A, G PROTEIN-COUPLED",C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:5293,ENSG00000102468
2809,3479,IGF1,INSULIN-LIKE GROWTH FACTOR 1 (SOMATOMEDIN C),C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:5464,ENSG00000017427
2810,3605,IL17A,INTERLEUKIN 17A,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:5981,ENSG00000112115
2811,3949,LDLR,LOW DENSITY LIPOPROTEIN RECEPTOR,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:6547,ENSG00000130164
2812,4128,MAOA,MONOAMINE OXIDASE A,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:6833,ENSG00000189221
2813,4313,MMP2,"MATRIX METALLOPEPTIDASE 2 (GELATINASE A, 72KDA GELATINASE, 72KDA TYPE IV COLLAGENASE)",C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7166,ENSG00000087245
2814,8777,MPDZ,MULTIPLE PDZ DOMAIN PROTEIN,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7208,ENSG00000107186
2815,4852,NPY,NEUROPEPTIDE Y,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7955,ENSG00000122585
2816,4889,NPY5R,NEUROPEPTIDE Y RECEPTOR Y5,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7958,ENSG00000164129
2817,4988,OPRM1,"OPIOID RECEPTOR, MU 1",C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:8156,ENSG00000112038
2818,5443,POMC,PROOPIOMELANOCORTIN,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:9201,ENSG00000115138
2819,23411,SIRT1,SIRTUIN 1,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14929,ENSG00000096717
2820,6531,SLC6A3,"SOLUTE CARRIER FAMILY 6 (NEUROTRANSMITTER TRANSPORTER), MEMBER 3",C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:11049,ENSG00000142319
2821,6532,SLC6A4,"SOLUTE CARRIER FAMILY 6 (NEUROTRANSMITTER TRANSPORTER), MEMBER 4",C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:11050,ENSG00000108576
2822,7097,TLR2,TOLL-LIKE RECEPTOR 2,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:11848,ENSG00000137462
2823,7099,TLR4,TOLL-LIKE RECEPTOR 4,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:11850,ENSG00000136869
2824,121278,TPH2,TRYPTOPHAN HYDROXYLASE 2,C0085762,ALCOHOL ABUSE,ALCOHOL USE DISORDERS,DISEASE,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:20692,ENSG00000139287
2825,10060,ABCC9,"ATP-BINDING CASSETTE, SUB-FAMILY C (CFTR/MRP), MEMBER 9",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:60,ENSG00000069431
2826,1636,ACE,ANGIOTENSIN I CONVERTING ENZYME,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:2707,ENSG00000159640
2827,163,AP2B1,"ADAPTOR-RELATED PROTEIN COMPLEX 2, BETA 1 SUBUNIT",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:563,ENSG00000006125
2828,551,AVP,ARGININE VASOPRESSIN,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:894,ENSG00000101200
2829,1588,CYP19A1,"CYTOCHROME P450, FAMILY 19, SUBFAMILY A, POLYPEPTIDE 1",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:2594,ENSG00000137869
2830,1543,CYP1A1,"CYTOCHROME P450, FAMILY 1, SUBFAMILY A, POLYPEPTIDE 1",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:2595,ENSG00000140465
2831,1545,CYP1B1,"CYTOCHROME P450, FAMILY 1, SUBFAMILY B, POLYPEPTIDE 1",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:2597,ENSG00000138061
2832,1576,CYP3A4,"CYTOCHROME P450, FAMILY 3, SUBFAMILY A, POLYPEPTIDE 4",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:2637,ENSG00000160868
2833,1610,DAO,D-AMINO-ACID OXIDASE,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:2671,ENSG00000110887
2834,2194,FASN,FATTY ACID SYNTHASE,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:3594,ENSG00000169710
2835,2332,FMR1,FRAGILE X MENTAL RETARDATION 1,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:3775,ENSG00000102081
2836,3439,IFNA1,"INTERFERON, ALPHA 1",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:5417,ENSG00000197919
2837,3454,IFNAR1,"INTERFERON (ALPHA, BETA AND OMEGA) RECEPTOR 1",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:5432,ENSG00000142166
2838,3586,IL10,INTERLEUKIN 10,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:5962,ENSG00000136634
2839,3787,KCNS1,"POTASSIUM VOLTAGE-GATED CHANNEL, MODIFIER SUBFAMILY S, MEMBER 1",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:6300,ENSG00000124134
2840,120892,LRRK2,LEUCINE-RICH REPEAT KINASE 2,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:18618,ENSG00000188906
2841,1432,MAPK14,MITOGEN-ACTIVATED PROTEIN KINASE 14,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:6876,ENSG00000112062
2842,4318,MMP9,"MATRIX METALLOPEPTIDASE 9 (GELATINASE B, 92KDA GELATINASE, 92KDA TYPE IV COLLAGENASE)",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:7176,ENSG00000100985
2844,344148,NCKAP5,NCK-ASSOCIATED PROTEIN 5,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:29847,ENSG00000176771
2845,140902,R3HDML,R3H DOMAIN CONTAINING-LIKE,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:16249,ENSG00000101074
2846,5054,SERPINE1,"SERPIN PEPTIDASE INHIBITOR, CLADE E (NEXIN, PLASMINOGEN ACTIVATOR INHIBITOR TYPE 1), MEMBER 1",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:8583,ENSG00000106366
2847,60482,SLC5A7,"SOLUTE CARRIER FAMILY 5 (SODIUM/CHOLINE COTRANSPORTER), MEMBER 7",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:14025,ENSG00000115665
2848,6817,SULT1A1,"SULFOTRANSFERASE FAMILY, CYTOSOLIC, 1A, PHENOL-PREFERRING, MEMBER 1",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:11453,ENSG00000196502
2849,79953,SYNDIG1,SYNAPSE DIFFERENTIATION INDUCING 1,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:15885,ENSG00000101463
2850,8871,SYNJ2,SYNAPTOJANIN 2,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:11504,ENSG00000078269
2851,7040,TGFB1,"TRANSFORMING GROWTH FACTOR, BETA 1",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:11766,ENSG00000105329
2852,7076,TIMP1,TIMP METALLOPEPTIDASE INHIBITOR 1,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:11820,ENSG00000102265
2853,10587,TXNRD2,THIOREDOXIN REDUCTASE 2,C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:18155,ENSG00000184470
2854,7421,VDR,"VITAMIN D (1,25- DIHYDROXYVITAMIN D3) RECEPTOR",C0086132,DEPRESSIVE SYMPTOMS,DEPRESSIVE DISORDERS,PHENOTYPE,F01,BEHAVIOR AND BEHAVIOR MECHANISMS,DOID:150,DISEASE OF MENTAL HEALTH,T184,SIGN OR SYMPTOM,HGNC:12679,ENSG00000111424
2855,1312,COMT,CATECHOL-O-METHYLTRANSFERASE,C0086133,DEPRESSIVE SYNDROME,DEPRESSIVE DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2228,ENSG00000093010
2888,50809,HP1BP3,"HETEROCHROMATIN PROTEIN 1, BINDING PROTEIN 3",C0221074,"DEPRESSION, POSTPARTUM",DEPRESSIVE DISORDERS,DISEASE,C13;F03,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS; MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:24973,ENSG00000127483
2889,3350,HTR1A,"5-HYDROXYTRYPTAMINE (SEROTONIN) RECEPTOR 1A, G PROTEIN-COUPLED",C0221074,"DEPRESSION, POSTPARTUM",DEPRESSIVE DISORDERS,DISEASE,C13;F03,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS; MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:5286,ENSG00000178394
2890,4524,MTHFR,METHYLENETETRAHYDROFOLATE REDUCTASE (NAD(P)H),C0221074,"DEPRESSION, POSTPARTUM",DEPRESSIVE DISORDERS,DISEASE,C13;F03,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS; MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7436,ENSG00000177000
2891,4988,OPRM1,"OPIOID RECEPTOR, MU 1",C0221074,"DEPRESSION, POSTPARTUM",DEPRESSIVE DISORDERS,DISEASE,C13;F03,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS; MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:8156,ENSG00000112038
2892,8864,PER2,PERIOD CIRCADIAN CLOCK 2,C0221074,"DEPRESSION, POSTPARTUM",DEPRESSIVE DISORDERS,DISEASE,C13;F03,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS; MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:8846,ENSG00000132326
2893,6532,SLC6A4,"SOLUTE CARRIER FAMILY 6 (NEUROTRANSMITTER TRANSPORTER), MEMBER 4",C0221074,"DEPRESSION, POSTPARTUM",DEPRESSIVE DISORDERS,DISEASE,C13;F03,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS; MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:11050,ENSG00000108576
2894,148014,TTC9B,TETRATRICOPEPTIDE REPEAT DOMAIN 9B,C0221074,"DEPRESSION, POSTPARTUM",DEPRESSIVE DISORDERS,DISEASE,C13;F03,FEMALE UROGENITAL DISEASES AND PREGNANCY COMPLICATIONS; MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:26395,ENSG00000174521
2935,217,ALDH2,ALDEHYDE DEHYDROGENASE 2 FAMILY (MITOCHONDRIAL),C0236664,ALCOHOL-RELATED DISORDERS,ALCOHOL USE DISORDERS,GROUP,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:404,ENSG00000111275
2936,1571,CYP2E1,"CYTOCHROME P450, FAMILY 2, SUBFAMILY E, POLYPEPTIDE 1",C0236664,ALCOHOL-RELATED DISORDERS,ALCOHOL USE DISORDERS,GROUP,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2631,ENSG00000130649
2937,4881,NPR1,NATRIURETIC PEPTIDE RECEPTOR 1,C0236664,ALCOHOL-RELATED DISORDERS,ALCOHOL USE DISORDERS,GROUP,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7943,ENSG00000169418
2938,4852,NPY,NEUROPEPTIDE Y,C0236664,ALCOHOL-RELATED DISORDERS,ALCOHOL USE DISORDERS,GROUP,F03;C25,MENTAL DISORDERS; SUBSTANCE-RELATED DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7955,ENSG00000122585
2966,5243,ABCB1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",C0338831,MANIC,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ENSG00000085563
2967,8644,AKR1C3,"ALDO-KETO REDUCTASE FAMILY 1, MEMBER C3",C0338831,MANIC,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:386,ENSG00000196139
2968,885,CCK,CHOLECYSTOKININ,C0338831,MANIC,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:1569,ENSG00000187094
2969,6347,CCL2,CHEMOKINE (C-C MOTIF) LIGAND 2,C0338831,MANIC,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:10618,ENSG00000108691
2970,1769,DNAH8,"DYNEIN, AXONEMAL, HEAVY CHAIN 8",C0338831,MANIC,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2952,ENSG00000124721
2971,3308,HSPA4,HEAT SHOCK 70KDA PROTEIN 4,C0338831,MANIC,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:5237,ENSG00000170606
2972,4200,ME2,"MALIC ENZYME 2, NAD(+)-DEPENDENT, MITOCHONDRIAL",C0338831,MANIC,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:6984,ENSG00000082212
2973,4318,MMP9,"MATRIX METALLOPEPTIDASE 9 (GELATINASE B, 92KDA GELATINASE, 92KDA TYPE IV COLLAGENASE)",C0338831,MANIC,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7176,ENSG00000100985
2974,4306,NR3C2,"NUCLEAR RECEPTOR SUBFAMILY 3, GROUP C, MEMBER 2",C0338831,MANIC,BIPOLAR DISORDERS AND RELATED DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7979,ENSG00000151623
